FIPS,State,County,Population_2020,Rural
29073,Missouri,Gasconade,14793,1
29075,Missouri,Gentry,6166,1
29077,Missouri,Greene,298909,0
29079,Missouri,Grundy,9808,1
29081,Missouri,Harrison,8157,1
29083,Missouri,Henry,21951,1
29085,Missouri,Hickory,8273,1
29087,Missouri,Holt,4233,1
29089,Missouri,Howard,10154,1
29091,Missouri,Howell,39754,1
29093,Missouri,Iron,9535,1
29095,Missouri,Jackson,717214,0
29097,Missouri,Jasper,122750,0
29099,Missouri,Jefferson,226569,0
29101,Missouri,Johnson,54012,0
29103,Missouri,Knox,3742,1
29105,Missouri,Laclede,36038,1
29107,Missouri,Lafayette,32977,1
29109,Missouri,Lawrence,38004,1
29111,Missouri,Lewis,10036,1
29113,Missouri,Lincoln,59577,0
29115,Missouri,Linn,11873,1
29117,Missouri,Livingston,14560,1
29119,Missouri,McDonald,23298,1
29121,Missouri,Macon,15210,1
29123,Missouri,Madison,12625,1
29125,Missouri,Maries,8427,1
29127,Missouri,Marion,28533,1
29129,Missouri,Mercer,3535,1
29131,Missouri,Miller,24729,1
29133,Missouri,Mississippi,12569,1
29135,Missouri,Moniteau,15473,1
29137,Missouri,Monroe,8668,1
29139,Missouri,Montgomery,11316,1
29141,Missouri,Morgan,21007,1
29143,Missouri,New Madrid,16429,1
29145,Missouri,Newton,58650,0
29147,Missouri,Nodaway,21232,1
29149,Missouri,Oregon,8638,1
29151,Missouri,Osage,13270,1
29153,Missouri,Ozark,8554,1
29155,Missouri,Pemiscot,15663,1
29157,Missouri,Perry,18954,1
29159,Missouri,Pettis,42980,1
29161,Missouri,Phelps,44638,1
29163,Missouri,Pike,17587,1
29165,Missouri,Platte,106725,0
29167,Missouri,Polk,31522,1
29169,Missouri,Pulaski,53959,0
29171,Missouri,Putnam,4674,1
29173,Missouri,Ralls,10351,1
29175,Missouri,Randolph,24713,1
29177,Missouri,Ray,23161,1
29179,Missouri,Reynolds,6094,1
29181,Missouri,Ripley,10676,1
29183,Missouri,St. Charles,405265,0
29185,Missouri,St. Clair,9282,1
29186,Missouri,Ste. Genevieve,18479,1
29187,Missouri,St. Francois,66919,0
29189,Missouri,St. Louis,1004501,0
29195,Missouri,Saline,23334,1
29197,Missouri,Schuyler,4033,1
29199,Missouri,Scotland,4715,1
29201,Missouri,Scott,38054,1
29203,Missouri,Shannon,7033,1
29205,Missouri,Shelby,6110,1
29207,Missouri,Stoddard,28676,1
29209,Missouri,Stone,31072,1
29211,Missouri,Sullivan,5987,1
29213,Missouri,Taney,56058,0
29215,Missouri,Texas,24483,1
29217,Missouri,Vernon,19712,1
29219,Missouri,Warren,35535,1
29221,Missouri,Washington,23517,1
29223,Missouri,Wayne,10973,1
29225,Missouri,Webster,39084,1
29227,Missouri,Worth,1973,1
29229,Missouri,Wright,18187,1
29510,Missouri,St. Louis,301371,0
30001,Montana,Beaverhead,9369,1
30003,Montana,Big Horn,13125,1
30005,Montana,Blaine,7040,1
30007,Montana,Broadwater,6778,1
30009,Montana,Carbon,10479,1
30011,Montana,Carter,1414,1
30013,Montana,Cascade,84411,0
30015,Montana,Chouteau,5915,1
30017,Montana,Custer,11866,1
30019,Montana,Daniels,1656,1
30021,Montana,Dawson,8942,1
30023,Montana,Deer Lodge,9425,1
30025,Montana,Fallon,3049,1
30027,Montana,Fergus,11442,1
30029,Montana,Flathead,104355,0
30031,Montana,Gallatin,118962,0
30033,Montana,Garfield,1170,1
30035,Montana,Glacier,13775,1
30037,Montana,Golden Valley,824,1
30039,Montana,Granite,3304,1
30041,Montana,Hill,16293,1
30043,Montana,Jefferson,12082,1
30045,Montana,Judith Basin,2019,1
30047,Montana,Lake,31131,1
30049,Montana,Lewis and Clark,70971,0
30051,Montana,Liberty,1960,1
30053,Montana,Lincoln,19680,1
30055,Montana,McCone,1727,1
30057,Montana,Madison,8625,1
30059,Montana,Meagher,1928,1
30061,Montana,Mineral,4531,1
30063,Montana,Missoula,117928,0
30065,Montana,Musselshell,4736,1
30067,Montana,Park,17195,1
30069,Montana,Petroleum,497,1
30071,Montana,Phillips,4218,1
30073,Montana,Pondera,5902,1
30075,Montana,Powder River,1694,1
30077,Montana,Powell,6941,1
30079,Montana,Prairie,1090,1
30081,Montana,Ravalli,44173,1
30083,Montana,Richland,11493,1
30085,Montana,Roosevelt,10798,1
30087,Montana,Rosebud,8331,1
30089,Montana,Sanders,12400,1
30091,Montana,Sheridan,3542,1
30093,Montana,Silver Bow,35130,1
30095,Montana,Stillwater,8963,1
30097,Montana,Sweet Grass,3677,1
30099,Montana,Teton,6227,1
30101,Montana,Toole,4969,1
30103,Montana,Treasure,759,1
30105,Montana,Valley,7580,1
30107,Montana,Wheatland,2066,1
30109,Montana,Wibaux,937,1
30111,Montana,Yellowstone,164722,0
31001,Nebraska,Adams,31197,1
31003,Nebraska,Antelope,6292,1
31005,Nebraska,Arthur,433,1
31007,Nebraska,Banner,675,1
31009,Nebraska,Blaine,429,1
31011,Nebraska,Boone,5374,1
31013,Nebraska,Box Butte,10833,1
31015,Nebraska,Boyd,1811,1
31017,Nebraska,Brown,2902,1
31019,Nebraska,Buffalo,50092,0
31021,Nebraska,Burt,6729,1
31023,Nebraska,Butler,8370,1
31025,Nebraska,Cass,26600,1
31027,Nebraska,Cedar,8378,1
31029,Nebraska,Chase,3896,1
31031,Nebraska,Cherry,5458,1
31033,Nebraska,Cheyenne,9467,1
31035,Nebraska,Clay,6109,1
31037,Nebraska,Colfax,10579,1
31039,Nebraska,Cuming,9012,1
31041,Nebraska,Custer,10540,1
31043,Nebraska,Dakota,21586,1
31045,Nebraska,Dawes,8199,1
31047,Nebraska,Dawson,24105,1
31049,Nebraska,Deuel,1839,1
31051,Nebraska,Dixon,5601,1
31053,Nebraska,Dodge,37175,1
31055,Nebraska,Douglas,584526,0
31057,Nebraska,Dundy,1654,1
31059,Nebraska,Fillmore,5554,1
31061,Nebraska,Franklin,2890,1
31063,Nebraska,Frontier,2517,1
31065,Nebraska,Furnas,4638,1
31067,Nebraska,Gage,21702,1
31069,Nebraska,Garden,1874,1
31071,Nebraska,Garfield,1813,1
31073,Nebraska,Gosper,1894,1
31075,Nebraska,Grant,614,1
31077,Nebraska,Greeley,2189,1
31079,Nebraska,Hall,62900,0
31081,Nebraska,Hamilton,9426,1
31083,Nebraska,Harlan,3073,1
31085,Nebraska,Hayes,852,1
31087,Nebraska,Hitchcock,2615,1
31089,Nebraska,Holt,10128,1
31091,Nebraska,Hooker,711,1
31093,Nebraska,Howard,6473,1
31095,Nebraska,Jefferson,7240,1
31097,Nebraska,Johnson,5288,1
31099,Nebraska,Kearney,6686,1
31101,Nebraska,Keith,8331,1
31103,Nebraska,Keya Paha,769,1
31105,Nebraska,Kimball,3435,1
31107,Nebraska,Knox,8401,1
31109,Nebraska,Lancaster,322608,0
31111,Nebraska,Lincoln,34676,1
31113,Nebraska,Logan,721,1
31115,Nebraska,Loup,605,1
31117,Nebraska,McPherson,399,1
31119,Nebraska,Madison,35588,1
31121,Nebraska,Merrick,7663,1
31123,Nebraska,Morrill,4559,1
31125,Nebraska,Nance,3380,1
31127,Nebraska,Nemaha,7075,1
31129,Nebraska,Nuckolls,4095,1
31131,Nebraska,Otoe,15912,1
31133,Nebraska,Pawnee,2550,1
31135,Nebraska,Perkins,2859,1
31137,Nebraska,Phelps,8968,1
31139,Nebraska,Pierce,7318,1
31141,Nebraska,Platte,34298,1
31143,Nebraska,Polk,5214,1
31145,Nebraska,Red Willow,10702,1
31147,Nebraska,Richardson,7870,1
31149,Nebraska,Rock,1263,1
31151,Nebraska,Saline,14762,1
31153,Nebraska,Sarpy,190603,0
31155,Nebraska,Saunders,22277,1
31157,Nebraska,Scotts Bluff,36091,1
31159,Nebraska,Seward,17602,1
31161,Nebraska,Sheridan,5133,1
31163,Nebraska,Sherman,2956,1
31165,Nebraska,Sioux,1132,1
31167,Nebraska,Stanton,5843,1
31169,Nebraska,Thayer,5036,1
31171,Nebraska,Thomas,672,1
31173,Nebraska,Thurston,6774,1
31175,Nebraska,Valley,4058,1
31177,Nebraska,Washington,20860,1
31179,Nebraska,Wayne,9703,1
31181,Nebraska,Webster,3398,1
31183,Nebraska,Wheeler,772,1
31185,Nebraska,York,14127,1
32001,Nevada,Churchill,25522,1
32003,Nevada,Clark,2266452,0
32005,Nevada,Douglas,49483,1
32007,Nevada,Elko,53703,0
32009,Nevada,Esmeralda,731,1
32011,Nevada,Eureka,1853,1
32013,Nevada,Humboldt,17283,1
32015,Nevada,Lander,5732,1
32017,Nevada,Lincoln,4501,1
32019,Nevada,Lyon,59235,0
32021,Nevada,Mineral,4552,1
32023,Nevada,Nye,51590,0
32027,Nevada,Pershing,6648,1
32029,Nevada,Storey,4099,1
32031,Nevada,Washoe,486491,0
32033,Nevada,White Pine,9078,1
32510,Nevada,Carson,58642,0
33001,New Hampshire,Belknap,63704,0
33003,New Hampshire,Carroll,50099,0
33005,New Hampshire,Cheshire,76449,0
33007,New Hampshire,Coos,31259,1
33009,New Hampshire,Grafton,91119,0
33011,New Hampshire,Hillsborough,422944,0
33013,New Hampshire,Merrimack,153805,0
33015,New Hampshire,Rockingham,314213,0
33017,New Hampshire,Strafford,130897,0
33019,New Hampshire,Sullivan,43057,1
34001,New Jersey,Atlantic,274533,0
34003,New Jersey,Bergen,955721,0
34005,New Jersey,Burlington,461856,0
34007,New Jersey,Camden,523504,0
34009,New Jersey,Cape May,95269,0
34011,New Jersey,Cumberland,154152,0
34013,New Jersey,Essex,862769,0
34015,New Jersey,Gloucester,302270,0
34017,New Jersey,Hudson,724855,0
34019,New Jersey,Hunterdon,128954,0
34021,New Jersey,Mercer,387333,0
34023,New Jersey,Middlesex,863201,0
34025,New Jersey,Monmouth,643522,0
34027,New Jersey,Morris,509294,0
34029,New Jersey,Ocean,637300,0
34031,New Jersey,Passaic,525066,0
34033,New Jersey,Salem,64830,0
34035,New Jersey,Somerset,345362,0
34037,New Jersey,Sussex,144228,0
34039,New Jersey,Union,575360,0
34041,New Jersey,Warren,109635,0
35001,New Mexico,Bernalillo,676446,0
35003,New Mexico,Catron,3580,1
35005,New Mexico,Chaves,65156,0
35006,New Mexico,Cibola,27052,1
35007,New Mexico,Colfax,12383,1
35009,New Mexico,Curry,48431,1
35011,New Mexico,De Baca,1697,1
35013,New Mexico,Doña Ana,219566,0
35015,New Mexico,Eddy,62320,0
35017,New Mexico,Grant,28198,1
35019,New Mexico,Guadalupe,4454,1
35021,New Mexico,Harding,654,1
35023,New Mexico,Hidalgo,4177,1
35025,New Mexico,Lea,74457,0
35027,New Mexico,Lincoln,20262,1
35028,New Mexico,Los Alamos,19422,1
35029,New Mexico,Luna,25422,1
35031,New Mexico,McKinley,72897,0
35033,New Mexico,Mora,4185,1
35035,New Mexico,Otero,67836,0
35037,New Mexico,Quay,8740,1
35039,New Mexico,Rio Arriba,40355,1
35041,New Mexico,Roosevelt,19193,1
35043,New Mexico,Sandoval,148839,0
35045,New Mexico,San Juan,121671,0
35047,New Mexico,San Miguel,27200,1
35049,New Mexico,Santa Fe,154826,0
35051,New Mexico,Sierra,11576,1
35053,New Mexico,Socorro,16601,1
35055,New Mexico,Taos,34491,1
35057,New Mexico,Torrance,15047,1
35059,New Mexico,Union,4084,1
35061,New Mexico,Valencia,76337,0
36001,New York,Albany,314838,0
36003,New York,Allegany,46477,1
36005,New York,Bronx,1472645,0
36007,New York,Broome,198685,0
36009,New York,Cattaraugus,77042,0
36011,New York,Cayuga,76249,0
36013,New York,Chautauqua,127647,0
36015,New York,Chemung,84152,0
36017,New York,Chenango,47229,1
36019,New York,Clinton,79843,0
36021,New York,Columbia,61571,0
36023,New York,Cortland,46808,1
36025,New York,Delaware,44310,1
36027,New York,Dutchess,297023,0
36029,New York,Erie,954208,0
36031,New York,Essex,37379,1
36033,New York,Franklin,47559,1
36035,New York,Fulton,53337,0
36037,New York,Genesee,58393,0
36039,New York,Greene,47932,1
36041,New York,Hamilton,5095,1
36043,New York,Herkimer,60140,0
36045,New York,Jefferson,116716,0
36047,New York,Kings,2736296,0
36049,New York,Lewis,26582,1
36051,New York,Livingston,61836,0
36053,New York,Madison,68031,0
36055,New York,Monroe,759348,0
36057,New York,Montgomery,49528,1
36059,New York,Nassau,1395805,0
36061,New York,New York,1694978,0
36063,New York,Niagara,212662,0
36065,New York,Oneida,232121,0
36067,New York,Onondaga,476523,0
36069,New York,Ontario,112465,0
36071,New York,Orange,401318,0
36073,New York,Orleans,40413,1
36075,New York,Oswego,117542,0
36077,New York,Otsego,58515,0
36079,New York,Putnam,97674,0
36081,New York,Queens,2405424,0
36083,New York,Rensselaer,161130,0
36085,New York,Richmond,496251,0
36087,New York,Rockland,338329,0
36089,New York,St. Lawrence,108512,0
36091,New York,Saratoga,235507,0
36093,New York,Schenectady,158045,0
36095,New York,Schoharie,29726,1
36097,New York,Schuyler,17890,1
36099,New York,Seneca,33806,1
36101,New York,Steuben,93576,0
36103,New York,Suffolk,1525913,0
36105,New York,Sullivan,78619,0
36107,New York,Tioga,48458,1
36109,New York,Tompkins,105734,0
36111,New York,Ulster,181833,0
36113,New York,Warren,65733,0
36115,New York,Washington,61302,0
36117,New York,Wayne,91293,0
36119,New York,Westchester,1004465,0
36121,New York,Wyoming,40545,1
36123,New York,Yates,24766,1
37001,North Carolina,Alamance,171476,0
37003,North Carolina,Alexander,36443,1
37005,North Carolina,Alleghany,10877,1
37007,North Carolina,Anson,22050,1
37009,North Carolina,Ashe,26586,1
37011,North Carolina,Avery,17814,1
37013,North Carolina,Beaufort,44651,1
37015,North Carolina,Bertie,17929,1
37017,North Carolina,Bladen,29615,1
37019,North Carolina,Brunswick,136689,0
37021,North Carolina,Buncombe,269425,0
37023,North Carolina,Burke,87556,0
37025,North Carolina,Cabarrus,225797,0
37027,North Carolina,Caldwell,80673,0
37029,North Carolina,Camden,10356,1
37031,North Carolina,Carteret,67687,0
37033,North Carolina,Caswell,22739,1
37035,North Carolina,Catawba,160609,0
37037,North Carolina,Chatham,76255,0
37039,North Carolina,Cherokee,28774,1
37041,North Carolina,Chowan,13709,1
37043,North Carolina,Clay,11087,1
37045,North Carolina,Cleveland,99527,0
37047,North Carolina,Columbus,50625,0
37049,North Carolina,Craven,100731,0
37051,North Carolina,Cumberland,334730,0
37053,North Carolina,Currituck,28102,1
37055,North Carolina,Dare,36912,1
37057,North Carolina,Davidson,168925,0
37059,North Carolina,Davie,42709,1
37061,North Carolina,Duplin,48709,1
37063,North Carolina,Durham,324863,0
37065,North Carolina,Edgecombe,48891,1
37067,North Carolina,Forsyth,382606,0
37069,North Carolina,Franklin,68622,0
37071,North Carolina,Gaston,227944,0
37073,North Carolina,Gates,10476,1
37075,North Carolina,Graham,8030,1
37077,North Carolina,Granville,61006,0
37079,North Carolina,Greene,20447,1
37081,North Carolina,Guilford,541242,0
37083,North Carolina,Halifax,48622,1
37085,North Carolina,Harnett,133556,0
37087,North Carolina,Haywood,62087,0
37089,North Carolina,Henderson,116304,0
37091,North Carolina,Hertford,21553,1
37093,North Carolina,Hoke,52082,0
37095,North Carolina,Hyde,4589,1
37097,North Carolina,Iredell,186688,0
37099,North Carolina,Jackson,43110,1
37101,North Carolina,Johnston,216001,0
37103,North Carolina,Jones,9170,1
37105,North Carolina,Lee,63286,0
37107,North Carolina,Lenoir,55126,0
37109,North Carolina,Lincoln,86812,0
37111,North Carolina,McDowell,44583,1
37113,North Carolina,Macon,37016,1
37115,North Carolina,Madison,21198,1
37117,North Carolina,Martin,22038,1
37119,North Carolina,Mecklenburg,1115535,0
37121,North Carolina,Mitchell,14896,1
37123,North Carolina,Montgomery,25747,1
37125,North Carolina,Moore,99741,0
37127,North Carolina,Nash,94964,0
37129,North Carolina,New Hanover,225704,0
37131,North Carolina,Northampton,17474,1
37133,North Carolina,Onslow,204588,0
37135,North Carolina,Orange,148707,0
37137,North Carolina,Pamlico,12273,1
37139,North Carolina,Pasquotank,40569,1
37141,North Carolina,Pender,60211,0
37143,North Carolina,Perquimans,13010,1
37145,North Carolina,Person,39085,1
37147,North Carolina,Pitt,171812,0
37149,North Carolina,Polk,19324,1
37151,North Carolina,Randolph,144148,0
37153,North Carolina,Richmond,42943,1
37155,North Carolina,Robeson,116524,0
37157,North Carolina,Rockingham,91118,0
37159,North Carolina,Rowan,146875,0
37161,North Carolina,Rutherford,64444,0
37163,North Carolina,Sampson,59037,0
37165,North Carolina,Scotland,34173,1
37167,North Carolina,Stanly,62502,0
37169,North Carolina,Stokes,44528,1
37171,North Carolina,Surry,71364,0
37173,North Carolina,Swain,14115,1
37175,North Carolina,Transylvania,32984,1
37177,North Carolina,Tyrrell,3242,1
37179,North Carolina,Union,238237,0
37181,North Carolina,Vance,42585,1
37183,North Carolina,Wake,1129352,0
37185,North Carolina,Warren,18637,1
37187,North Carolina,Washington,11005,1
37189,North Carolina,Watauga,54079,0
37191,North Carolina,Wayne,117327,0
37193,North Carolina,Wilkes,65970,0
37195,North Carolina,Wilson,79269,0
37197,North Carolina,Yadkin,37213,1
37199,North Carolina,Yancey,18473,1
38001,North Dakota,Adams,2194,1
38003,North Dakota,Barnes,10840,1
38005,North Dakota,Benson,5960,1
38007,North Dakota,Billings,947,1
38009,North Dakota,Bottineau,6370,1
38011,North Dakota,Bowman,2993,1
38013,North Dakota,Burke,2195,1
38015,North Dakota,Burleigh,98455,0
38017,North Dakota,Cass,184531,0
38019,North Dakota,Cavalier,3710,1
38021,North Dakota,Dickey,4988,1
38023,North Dakota,Divide,2195,1
38025,North Dakota,Dunn,4095,1
38027,North Dakota,Eddy,2339,1
38029,North Dakota,Emmons,3303,1
38031,North Dakota,Foster,3395,1
38033,North Dakota,Golden Valley,1729,1
38035,North Dakota,Grand Forks,73169,0
38037,North Dakota,Grant,2304,1
38039,North Dakota,Griggs,2310,1
38041,North Dakota,Hettinger,2484,1
38043,North Dakota,Kidder,2399,1
38045,North Dakota,LaMoure,4086,1
38047,North Dakota,Logan,1869,1
38049,North Dakota,McHenry,5336,1
38051,North Dakota,McIntosh,2534,1
38053,North Dakota,McKenzie,14707,1
38055,North Dakota,McLean,9776,1
38057,North Dakota,Mercer,8353,1
38059,North Dakota,Morton,33291,1
38061,North Dakota,Mountrail,9806,1
38063,North Dakota,Nelson,3019,1
38065,North Dakota,Oliver,1875,1
38067,North Dakota,Pembina,6835,1
38069,North Dakota,Pierce,3990,1
38071,North Dakota,Ramsey,11612,1
38073,North Dakota,Ransom,5701,1
38075,North Dakota,Renville,2290,1
38077,North Dakota,Richland,16531,1
38079,North Dakota,Rolette,12194,1
38081,North Dakota,Sargent,3866,1
38083,North Dakota,Sheridan,1268,1
38085,North Dakota,Sioux,3897,1
38087,North Dakota,Slope,707,1
38089,North Dakota,Stark,33650,1
38091,North Dakota,Steele,1791,1
38093,North Dakota,Stutsman,21601,1
38095,North Dakota,Towner,2155,1
38097,North Dakota,Traill,7990,1
38099,North Dakota,Walsh,10556,1
38101,North Dakota,Ward,69922,0
38103,North Dakota,Wells,3982,1
38105,North Dakota,Williams,40951,1
39001,Ohio,Adams,27480,1
39003,Ohio,Allen,102217,0
39005,Ohio,Ashland,52442,0
39007,Ohio,Ashtabula,97580,0
39009,Ohio,Athens,62424,0
39011,Ohio,Auglaize,46425,1
39013,Ohio,Belmont,66491,0
39015,Ohio,Brown,43681,1
39017,Ohio,Butler,390352,0
39019,Ohio,Carroll,26715,1
39021,Ohio,Champaign,38710,1
39023,Ohio,Clark,135974,0
39025,Ohio,Clermont,208595,0
39027,Ohio,Clinton,42029,1
39029,Ohio,Columbiana,101885,0
39031,Ohio,Coshocton,36615,1
39033,Ohio,Crawford,42017,1
39035,Ohio,Cuyahoga,1264775,0
39037,Ohio,Darke,51875,0
39039,Ohio,Defiance,38281,1
39041,Ohio,Delaware,214123,0
39043,Ohio,Erie,75615,0
39045,Ohio,Fairfield,158920,0
39047,Ohio,Fayette,28948,1
39049,Ohio,Franklin,1323819,0
39051,Ohio,Fulton,42705,1
39053,Ohio,Gallia,29222,1
39055,Ohio,Geauga,95427,0
39057,Ohio,Greene,167965,0
39059,Ohio,Guernsey,38434,1
39061,Ohio,Hamilton,830636,0
39063,Ohio,Hancock,74912,0
39065,Ohio,Hardin,30683,1
39067,Ohio,Harrison,14485,1
39069,Ohio,Henry,27665,1
39071,Ohio,Highland,43316,1
39073,Ohio,Hocking,28056,1
39075,Ohio,Holmes,44220,1
39077,Ohio,Huron,58568,0
39079,Ohio,Jackson,32653,1
39081,Ohio,Jefferson,65253,0
39083,Ohio,Knox,62709,0
39085,Ohio,Lake,232522,0
39087,Ohio,Lawrence,58232,0
39089,Ohio,Licking,178517,0
39091,Ohio,Logan,46149,1
39093,Ohio,Lorain,312981,0
39095,Ohio,Lucas,431274,0
39097,Ohio,Madison,43848,1
39099,Ohio,Mahoning,228613,0
39101,Ohio,Marion,65356,0
39103,Ohio,Medina,182460,0
39105,Ohio,Meigs,22205,1
39107,Ohio,Mercer,42528,1
39109,Ohio,Miami,108774,0
39111,Ohio,Monroe,13388,1
39113,Ohio,Montgomery,537301,0
39115,Ohio,Morgan,13797,1
39117,Ohio,Morrow,34944,1
39119,Ohio,Muskingum,86413,0
39121,Ohio,Noble,14120,1
39123,Ohio,Ottawa,40361,1
39125,Ohio,Paulding,18801,1
39127,Ohio,Perry,35412,1
39129,Ohio,Pickaway,58551,0
39131,Ohio,Pike,27091,1
39133,Ohio,Portage,161798,0
39135,Ohio,Preble,41005,1
39137,Ohio,Putnam,34453,1
39139,Ohio,Richland,124944,0
39141,Ohio,Ross,77093,0
39143,Ohio,Sandusky,58903,0
39145,Ohio,Scioto,74010,0
39147,Ohio,Seneca,55076,0
39149,Ohio,Shelby,48233,1
39151,Ohio,Stark,374879,0
39153,Ohio,Summit,540413,0
39155,Ohio,Trumbull,202062,0
39157,Ohio,Tuscarawas,93265,0
39159,Ohio,Union,62790,0
39161,Ohio,Van Wert,28932,1
39163,Ohio,Vinton,12807,1
39165,Ohio,Warren,242348,0
39167,Ohio,Washington,59774,0
39169,Ohio,Wayne,116875,0
39171,Ohio,Williams,37108,1
39173,Ohio,Wood,132255,0
39175,Ohio,Wyandot,21895,1
40001,Oklahoma,Adair,19498,1
40003,Oklahoma,Alfalfa,5704,1
40005,Oklahoma,Atoka,14144,1
40007,Oklahoma,Beaver,5050,1
40009,Oklahoma,Beckham,22410,1
40011,Oklahoma,Blaine,8729,1
40013,Oklahoma,Bryan,46070,1
40015,Oklahoma,Caddo,26945,1
40017,Oklahoma,Canadian,154155,0
40019,Oklahoma,Carter,48003,1
40021,Oklahoma,Cherokee,47074,1
40023,Oklahoma,Choctaw,14206,1
40025,Oklahoma,Cimarron,2293,1
40027,Oklahoma,Cleveland,295533,0
40029,Oklahoma,Coal,5267,1
40031,Oklahoma,Comanche,121120,0
40033,Oklahoma,Cotton,5525,1
40035,Oklahoma,Craig,14107,1
40037,Oklahoma,Creek,71763,0
40039,Oklahoma,Custer,28518,1
40041,Oklahoma,Delaware,40395,1
40043,Oklahoma,Dewey,4479,1
40045,Oklahoma,Ellis,3753,1
40047,Oklahoma,Garfield,62845,0
40049,Oklahoma,Garvin,25661,1
40051,Oklahoma,Grady,54805,0
40053,Oklahoma,Grant,4165,1
40055,Oklahoma,Greer,5491,1
40057,Oklahoma,Harmon,2489,1
40059,Oklahoma,Harper,3266,1
40061,Oklahoma,Haskell,11559,1
40063,Oklahoma,Hughes,13364,1
40065,Oklahoma,Jackson,24792,1
40067,Oklahoma,Jefferson,5344,1
40069,Oklahoma,Johnston,10276,1
40071,Oklahoma,Kay,43700,1
40073,Oklahoma,Kingfisher,15189,1
40075,Oklahoma,Kiowa,8505,1
40077,Oklahoma,Latimer,9448,1
40079,Oklahoma,Le Flore,48132,1
40081,Oklahoma,Lincoln,33463,1
40083,Oklahoma,Logan,49554,1
40085,Oklahoma,Love,10144,1
40087,Oklahoma,McClain,41659,1
40089,Oklahoma,McCurtain,30812,1
40091,Oklahoma,McIntosh,18944,1
40093,Oklahoma,Major,7783,1
40095,Oklahoma,Marshall,15300,1
40097,Oklahoma,Mayes,39043,1
40099,Oklahoma,Murray,13904,1
40101,Oklahoma,Muskogee,66343,0
40103,Oklahoma,Noble,10924,1
40105,Oklahoma,Nowata,9324,1
40107,Oklahoma,Okfuskee,11313,1
40109,Oklahoma,Oklahoma,796563,0
40111,Oklahoma,Okmulgee,36704,1
40113,Oklahoma,Osage,45829,1
40115,Oklahoma,Ottawa,30286,1
40117,Oklahoma,Pawnee,15558,1
40119,Oklahoma,Payne,81646,0
40121,Oklahoma,Pittsburg,43770,1
40123,Oklahoma,Pontotoc,38068,1
40125,Oklahoma,Pottawatomie,72450,0
40127,Oklahoma,Pushmataha,10812,1
40129,Oklahoma,Roger Mills,3439,1
40131,Oklahoma,Rogers,95245,0
40133,Oklahoma,Seminole,23555,1
40135,Oklahoma,Sequoyah,39277,1
40137,Oklahoma,Stephens,42847,1
40139,Oklahoma,Texas,21383,1
40141,Oklahoma,Tillman,6960,1
40143,Oklahoma,Tulsa,669260,0
40145,Oklahoma,Wagoner,80997,0
40147,Oklahoma,Washington,52443,0
40149,Oklahoma,Washita,10921,1
40151,Oklahoma,Woods,8627,1
40153,Oklahoma,Woodward,20483,1
41001,Oregon,Baker,16669,1
41003,Oregon,Benton,95186,0
41005,Oregon,Clackamas,421428,0
41007,Oregon,Clatsop,41067,1
41009,Oregon,Columbia,52592,0
41011,Oregon,Coos,64926,0
41013,Oregon,Crook,24739,1
41015,Oregon,Curry,23448,1
41017,Oregon,Deschutes,198253,0
41019,Oregon,Douglas,111200,0
41021,Oregon,Gilliam,1994,1
41023,Oregon,Grant,7225,1
41025,Oregon,Harney,7501,1
41027,Oregon,Hood River,23981,1
41029,Oregon,Jackson,223263,0
41031,Oregon,Jefferson,24503,1
41033,Oregon,Josephine,88088,0
41035,Oregon,Klamath,69412,0
41037,Oregon,Lake,8164,1
41039,Oregon,Lane,382974,0
41041,Oregon,Lincoln,50402,0
41043,Oregon,Linn,128609,0
41045,Oregon,Malheur,31569,1
41047,Oregon,Marion,345905,0
41049,Oregon,Morrow,12184,1
41051,Oregon,Multnomah,815398,0
41053,Oregon,Polk,87430,0
41055,Oregon,Sherman,1866,1
41057,Oregon,Tillamook,27386,1
41059,Oregon,Umatilla,80078,0
41061,Oregon,Union,26195,1
41063,Oregon,Wallowa,7386,1
41065,Oregon,Wasco,26667,1
41067,Oregon,Washington,600372,0
41069,Oregon,Wheeler,1448,1
41071,Oregon,Yamhill,107716,0
42001,Pennsylvania,Adams,103840,0
42003,Pennsylvania,Allegheny,1250583,0
42005,Pennsylvania,Armstrong,65548,0
42007,Pennsylvania,Beaver,168220,0
42009,Pennsylvania,Bedford,47576,1
42011,Pennsylvania,Berks,428850,0
42013,Pennsylvania,Blair,122821,0
42015,Pennsylvania,Bradford,59956,0
42017,Pennsylvania,Bucks,646515,0
42019,Pennsylvania,Butler,193764,0
42021,Pennsylvania,Cambria,133463,0
42023,Pennsylvania,Cameron,4548,1
42025,Pennsylvania,Carbon,64754,0
42027,Pennsylvania,Centre,158164,0
42029,Pennsylvania,Chester,534418,0
42031,Pennsylvania,Clarion,37238,1
42033,Pennsylvania,Clearfield,80558,0
42035,Pennsylvania,Clinton,37448,1
42037,Pennsylvania,Columbia,64722,0
42039,Pennsylvania,Crawford,83954,0
42041,Pennsylvania,Cumberland,259468,0
42043,Pennsylvania,Dauphin,286392,0
42045,Pennsylvania,Delaware,576970,0
42047,Pennsylvania,Elk,30992,1
42049,Pennsylvania,Erie,271049,0
42051,Pennsylvania,Fayette,128823,0
42053,Pennsylvania,Forest,6978,1
42055,Pennsylvania,Franklin,155948,0
42057,Pennsylvania,Fulton,14567,1
